"","res35thawed_frozen.rownames","res35thawed_frozen.log2FoldChange","res35thawed_frozen.padj","res35thawing_frozen.log2FoldChange","res35thawing_frozen.padj"
"73","L03F6147",0.074306598812738,1,0,1
"74","L03F6148",-4.99659366814948,1,1.85408809177353,1
"75","L03F6149",0.166488639068641,1,3.38744790887775,0.558535447883535
"76","L03F6150",-0.0406333991941786,1,0.566748177039084,1
"77","L03F6151",0,1,0,1
"78","L03F6152",0,1,0,1
"79","L03F6153",-0.576023026373083,1,-0.0438432098164063,1
"80","L03F6154",-0.369691361192094,1,-0.303297259546913,1
"81","L03F6155",-0.192547623151903,0.960863392032044,-0.0497038963743858,1
"82","L03F6156",0.397588555003688,0.523525145423074,0.448653782596939,0.569258539082372
"83","L03F6157",0.034537636294699,1,0.101878622603265,1
"84","L03F6158",-0.621159579330662,1,0.462590809528759,1
"85","L03F6159",-0.770926453328745,1,0.921565236437141,1
"86","L03F6160",-0.29148470227587,1,-0.070808023862269,1
"87","L03F6161",1.9639454849744,1,0,1
"88","L03F6162",-2.06997705222582,0.523525145423074,-0.80293240855847,1
"89","L03F6163",-2.01389381103467,1,4.8529358366481,1
"90","L03F6164",-0.543331564984767,1,-0.226110970755815,1
"91","L03F6165",-1.86745214373976,0.523525145423074,-0.686437245578339,1
"92","L03F6166",0.604568473258882,1,0.747105488757767,1
"93","L03F6167",-0.514715543486339,1,2.8848200626201,0.569258539082372
"94","L03F6168",0,1,0,1
"95","L03F6169",-0.38645087779405,1,-0.3204287928986,1
"96","L03F6170",0.00622249646840238,1,-0.0231001111179116,1
"97","L03F6171",1.0483508151328,1,2.05453180488788,0.569258539082372
"98","L03F6172",-2.20291080826714,1,4.64774338161387,1
"99","L03F6173",0,1,0,1
"100","L03F6174",-2.20293144610767,1,4.64772274397697,1
"101","L03F6175",0,1,0,1
"102","L03F6176",-1.863153435594,0.763530056549371,0.736446861208065,1
"103","L03F6177",-0.512357161641865,1,3.790867696217,0.681578983809118
"104","L03F6178",-2.1903809379047,1,4.64657105852258,1
"105","L03F6179",-1.80836217485867,0.699331293897573,0.431431388727438,1
"106","L03F6180",0.196082205546328,1,1.73021491325172,0.705683170370336
"107","L03F6181",0,1,0,1
"108","L03F6182",-1.36070250236686,1,0.8293668784214,1
"109","L03F6183",-2.70533824481224,0.0255699631460889,-1.13344646990811,0.705683170370336
"110","L03F6184",0,1,0,1
"111","L03F6185",0,1,7.03464662787494,1
"112","L03F6186",0,1,0,1
"113","L03F6187",0,1,0,1
"114","L03F6188",-3.0991242745606,1,3.49279591738466,0.649505774161923
"115","L03F6189",-0.733014176790422,1,3.02067923970377,0.569258539082372
"116","L03F6190",0,1,0,1
"117","L03F6191",0,1,0,1
"118","L03F6192",-1.54668240847891,1,4.64778964330618,1
"119","L03F6193",-3.35856177410307,0.525636946142355,1.30257464834199,1
"120","L03F6194",0,1,0,1
"121","L03F6195",-0.533330763010631,1,3.10520474074277,0.558535447883535
"122","L03F6196",-0.225676124174627,1,-0.35231452965252,0.822398890612741
"123","L03F6197",0.0462860136205339,1,0.635514952333987,0.652498134271084
"124","L03F6198",-2.62803982978042,0.264523235712361,-0.190331189624859,1
"125","L03F6199",-2.45046309908413,1,2.82853293932864,0.751837152999433
"126","L03F6200",-2.02272515366369,1,2.74705923192846,0.569258539082372
"127","L03F6201",0.202293953694455,1,5.25852365224392,1
"128","L03F6202",-1.94865885343627,1,4.22828640942135,1
"129","L03F6203",0,1,0,1
"130","L03F6204",0,1,0,1
"131","L03F6205",-1.4817736959368,1,0.95450552616222,1
"132","L03F6206",-0.0695872692548634,1,1.2360396695641,0.705683170370336
"133","L03F6207",0.391395530013028,0.0845751854729613,0.31952476458938,0.558535447883535
"134","L03F6208",0.462523790423464,1,0.150978376141933,1
"135","L03F6209",-1.2661367441573,1,4.49124609742133,0.558535447883535
"136","L03F6210",1.99937151108144,1,2.42978004336215,0.681578983809118
"137","L03F6211",-0.4357741032482,1,0.468751065212462,1
"138","L03F6212",-4.16290500053925,0.0255699631460889,-1.6460935736334,0.705683170370336
"139","L03F6213",-1.43379205889247,0.264523235712361,-1.17453848930367,0.569258539082372
"140","L03F6214",-2.106629584405,1,0.452052726794486,1
"141","L03F6215",1.34282564649424,1,2.77944339355911,0.558535447883535
"142","L03F6216",3.47957246410606,1,0,1
"143","L03F6217",0,1,0,1
"144","L03F6218",0,1,0,1
"145","L03F6219",-1.35767282128766,1,4.80879628488685,1
"146","L03F6220",0,1,0,1
"147","L03F6221",0,1,0,1
"148","L03F6222",-0.584624601270909,1,2.86141563847466,0.569258539082372
"149","L03F6223",-2.20252878362772,1,4.7148983497637,1
"150","L03F6224",0.126565717753819,1,1.43047606393517,0.569258539082372
"151","L03F6225",-0.2517084180909,1,1.7460573405307,0.649505774161923
"152","L03F6226",1.30326812780509,1,3.34178046139193,0.558535447883535
"153","L03F6227",0.0489055440813972,1,5.21555588271262,0.816959713084945
"154","L03F6228",-2.8785340140662,1,3.93905758477256,1
"155","L03F6229",1.60239445040489,1,6.08799083289923,0.826399186042376
"156","L03F6230",0,1,0,1
"157","L03F6231",0,1,0,1
"158","L03F6232",0,1,0,1
"159","L03F6233",-0.646218624852314,1,0.664291008542803,1
"160","L03F6234",-1.05875066630307,1,0.608181723953591,1
"161","L03F6235",-0.322864477358851,1,3.24577950279589,0.558535447883535
"162","L03F6236",-1.45830522072976,0.264523235712361,-1.44880476110834,0.558535447883535
"163","L03F6237",-1.61974696356087,0.523525145423074,-1.37532898102598,0.705683170370336
"164","L03F6238",-1.76234139457757,0.523525145423074,-0.678903874252466,1
"165","L03F6239",0,1,0,1
"166","L03F6240",-1.75272026533829,0.296324262270583,-1.05896874006912,0.75674028905392
"167","L03F6241",-0.893025377753296,1,3.21036253627909,0.569258539082372
"168","L03F6242",-0.15096903592955,1,0.394935355471679,1
"169","L03F6243",-2.04976024780649,1,4.69859125750466,0.569258539082372
"170","L03F6244",0,1,0,1
"171","L03F6245",-1.38240673032901,1,1.49210783835652,1
"172","L03F6246",2.61491189679082,1,4.88719685740402,0.558535447883535
"173","L03F6247",-0.413348742166849,1,1.62621912486632,0.826399186042376
"174","L03F6248",0.692142107273624,1,0.820724772711417,1
"175","L03F6249",0.817245606956807,1,3.70607561901758,0.569258539082372
"176","L03F6250",1.22434607858702,1,4.07851612522443,0.558535447883535
"177","L03F6251",0.219421165283996,1,0.85267796519261,1
"178","L03F6252",1.26286668246086,1,4.79233231304677,0.722104973017475
"179","L03F6253",-0.37372147509096,1,4.84110066208236,1
"180","L03F6254",-0.083971642498254,1,0.938940030345372,1
"181","L03F6255",-0.267304578941495,1,5.15467002311936,0.569258539082372
"182","L03F6256",0.334099084462198,1,1.14915680263005,0.907540047240985
"183","L03F6257",1.18668360273967,1,3.09375785160511,0.558535447883535
"184","L03F6258",0.549863555085611,1,3.08176808657235,0.569258539082372
"185","L03F6259",0,1,0,1
"186","L03F6260",0,1,0,1
"187","L03F6261",0.903135019641675,1,4.27925528746557,0.558535447883535
"188","L03F6262",0,1,0,1
"189","L03F6263",0,1,0,1
"190","L03F6264",0,1,0,1
"191","L03F6265",0,1,0,1
"192","L03F6266",0,1,0,1
"193","L03F6267",-0.121537697303296,1,0,1
"194","L03F6268",1.05609804139098,1,5.17771055639282,0.558535447883535
"195","L03F6269",-0.889853138655719,1,0.903775701280992,1
"196","L03F6270",-2.45264982538569,1,1.57649509269708,1
"197","L03F6271",-0.0144855274800176,1,2.31260155340774,0.69729979904027
"198","L03F6272",1.97420189946091,1,4.89171414472051,0.558535447883535
"199","L03F6273",1.03173082148387,1,5.14704270191892,0.610035098583685
"200","L03F6274",0,1,0,1
"201","L03F6275",-0.568499790071693,1,0.649151934161159,1
"202","L03F6276",-0.00235448999779749,1,4.69413227678962,0.558535447883535
"203","L03F6277",0.0856142914536487,1,-0.0532203970681632,1
"204","L03F6278",-0.239795940854342,1,-0.982235474149725,0.705683170370336
"205","L03F6279",-2.20252434368782,1,4.64812984276303,1
"206","L03F6280",0,1,0,1
"207","L03F6281",-2.20255366006686,1,4.64810052667329,1
"208","L03F6282",-3.86268253216464,1,2.98593425718648,1
"209","L03F6283",0,1,0,1
"210","L03F6284",0,1,0,1
"211","L03F6285",0.0740962920627205,1,0,1
"212","L03F6286",0.533121895932672,1,1.36035812626622,0.705683170370336
"213","L03F6287",0,1,0,1
"214","L03F6288",1.08710227485546,1,2.79671521474628,0.569258539082372
"215","L03F6289",1.46527957825041,1,1.69421153831831,0.705683170370336
"216","L03F6290",1.80301781275716,1,2.3029098127471,0.705683170370336
"217","L03F6291",0,1,0,1
"218","L03F6292",1.74884382743683,0.890011000077354,3.13175721229895,0.558535447883535
"219","L03F6293",-0.0331680649392847,1,3.85166807788768,0.558535447883535
"220","L03F6294",-0.561649174978189,1,2.46206672785276,0.569258539082372
"221","L03F6295",2.25052050503253,0.699331293897573,1.80698367579799,0.722104973017475
"222","L03F6296",2.71825024232682,1,4.70286397863453,0.681192302119282
"223","L03F6297",0.184718213252487,1,3.29221255419875,0.558535447883535
"224","L03F6298",0,1,0,1
"225","L03F6299",0.255923760146878,1,1.80346333184336,0.558535447883535
"226","L03F6300",0,1,0,1
"227","L03F6301",0,1,0,1
"228","L03F6302",0,1,0,1
"229","L03F6303",0.340549942441366,1,1.17398569268891,0.69729979904027
"230","L03F6304",0.477823453247124,1,4.22950506071165,0.569258539082372
"231","L03F6305",0.577280495589364,1,0.588943379028762,1
"232","L03F6306",1.06284570216301,1,4.36917146202771,0.558535447883535
"233","L03F6307",1.62277380533146,1,3.64139880098227,0.558535447883535
"234","L03F6308",0,1,0,1
"235","L03F6309",0.0741085211312044,1,0,1
"236","L03F6310",0,1,0,1
"237","L03F6311",-0.0962181624756461,1,4.6844625290463,0.569258539082372
"238","L03F6312",0,1,0,1
"239","L03F6313",0,1,0,1
"240","L03F6314",1.7951889406579,1,4.69367831487541,0.558535447883535
"241","L03F6315",0,1,0,1
"242","L03F6316",0,1,0,1
"243","L03F6317",0.173338802674807,1,4.20505137408098,0.705683170370336
"244","L03F6318",0,1,0,1
"245","L03F6319",-1.75525157477678,0.523525145423074,-0.782054436008323,1
"246","L03F6320",0,1,0,1
"247","L03F6321",1.50090871793663,1,5.7157289741333,0.558535447883535
"248","L03F6322",1.51835693413993,1,0,1
"249","L03F6323",-1.59217140530051,1,5.25847675767756,1
"250","L03F6324",-0.260290452782983,1,5.25842801983138,1
"251","L03F6325",1.61461762545224,1,2.45228537869826,0.569258539082372
"252","L03F6326",0,1,0,1
"253","L03F6327",0.191258795903709,1,4.08010305898896,0.558535447883535
"254","L03F6328",-0.121340015445608,1,0,1
"255","L03F6329",0,1,0,1
"256","L03F6330",-1.6189143493358,0.675009025455788,-0.225798900596703,1
"257","L03F6331",-2.36477153283727,0.523525145423074,0.586320836843056,1
"258","L03F6332",-1.86931630288025,0.890011000077354,0.582259161384623,1
"259","L03F6333",-1.59197580984037,1,5.25867235128559,1
"260","L03F6334",0,1,0,1
"261","L03F6335",0.334616964463893,1,-0.451158756950169,1
"262","L03F6336",0,1,0,1
"263","L03F6337",0,1,0,1
"264","L03F6338",0.0739716915163806,1,0,1
"265","L03F6339",0,1,0,1
"266","L03F6340",-1.02691814463864,1,3.16206955966692,0.649505774161923
"267","L03F6341",0,1,0,1
"268","L03F6342",0,1,0,1
"269","L03F6343",0,1,0,1
"270","L03F6344",0.0916998806378224,1,-0.513874226679917,1
"271","L03F6345",0.0575877589479066,1,0,1
"272","L03F6346",0.278039213678622,1,0,1
"273","L03F6347",-0.137498642310503,1,-0.176326807706879,1
"274","L03F6348",-0.782461657140317,1,0.961460963313602,1
"275","L03F6349",-1.59200422310719,1,5.25864393829917,1
"276","L03F6350",-0.220897565411303,1,-0.341953541373145,0.75657373713205
"277","L03F6351",-0.00961686180811957,1,-0.110222596487751,1
"278","L03F6352",0.961776301805491,1,0,1
"279","L03F6353",0.437769946317178,1,0.776680458108549,1
"280","L03F6354",1.64909141540027,0.523525145423074,0.776113556240322,1
"281","L03F6355",1.41367060513414,0.754111316555695,1.07044627468754,0.852699710390998
"282","L03F6356",NA,NA,NA,NA
"283","L03F6357",NA,NA,NA,NA
"284","L03F6358",NA,NA,NA,NA
"285","L03F6359",NA,NA,NA,NA
"286","L03F6360",NA,NA,NA,NA
"287","L03F6361",NA,NA,NA,NA
"288","L03F6362",NA,NA,NA,NA
"289","L03F6363",NA,NA,NA,NA
