"","res60thawed_frozen.rownames","res60thawing_frozen.log2FoldChange","res60thawing_frozen.padj","res60thawed_frozen.log2FoldChange","res60thawed_frozen.padj"
"106","L03F6180",1.59816217314385,1,0.889005567734967,0.785972650281136
"107","L03F6181",0,1,1.1593132999171,NA
"108","L03F6182",0.563171382334843,1,0.775861861924622,0.755233638066746
"109","L03F6183",-0.617800224237576,1,0.209107918340333,0.900233057767444
"110","L03F6184",0,1,0,NA
"111","L03F6185",0.79023282305242,1,0,1
"112","L03F6186",-1.1409749658169,1,-0.0505692269896875,NA
"113","L03F6187",0,1,0,NA
"114","L03F6188",-0.903343068586856,1,0.646151198375248,NA
"115","L03F6189",1.39147019752534,1,1.16269973930477,0.791533007290229
"116","L03F6190",0,1,0,NA
"117","L03F6191",0,1,0,NA
"118","L03F6192",0,1,0,NA
"119","L03F6193",0.758897005190853,1,-1.12222395530996,0.810131859246756
"120","L03F6194",0,1,3.00732812158863,NA
"121","L03F6195",1.85279037905325,1,1.91376900035349,0.648260059097032
"122","L03F6196",0.233920648025089,1,0.166200074884336,0.785972650281136
"123","L03F6197",0.106724517794303,1,0.0723189841314211,0.919378144467028
"124","L03F6198",-0.791243919848955,1,-0.800192860602728,0.753328486344843
"125","L03F6199",-1.41822667692228,1,-0.0229882992906336,NA
"126","L03F6200",-0.458494779472935,1,0.782774167955568,0.864823695670944
"127","L03F6201",0.790224769019496,1,0,NA
"128","L03F6202",0.790235654338916,1,1.11217881730804,NA
"129","L03F6203",0,1,0,NA
"130","L03F6204",0,1,0,NA
"131","L03F6205",1.04338754113339,1,2.16596868272993,0.600147826782609
"132","L03F6206",-1.00464503313118,1,-1.1944109090895,0.380338074293571
"133","L03F6207",-0.0541252286295192,1,-0.119279463332248,0.676955175611624
"134","L03F6208",-0.128079060547558,1,-0.219564590814315,0.810131859246756
"135","L03F6209",0.208787270208649,1,0.15669860824297,NA
"136","L03F6210",4.21298407057648,0.678703567003012,3.5299847057549,0.317907904626527
"137","L03F6211",0.89057560447099,1,1.83136502733301,0.232309510524744
"138","L03F6212",-0.781114603161099,1,-1.87668716804055,0.600147826782609
"139","L03F6213",-1.07530986738513,0.732145363577794,-1.56732383322453,0.0691991867633686
"140","L03F6214",-0.82826236323841,1,-1.82362908272929,0.676955175611624
"141","L03F6215",-0.117508641128408,1,-1.06138359221616,0.742699876529693
"142","L03F6216",0,1,1.9980281858974,NA
"143","L03F6217",0.790232824059726,1,0.815127593879321,NA
"144","L03F6218",0,1,0,NA
"145","L03F6219",1.47683725781795,1,1.10905024723521,NA
"146","L03F6220",0,1,0,NA
"147","L03F6221",0,1,0.815127593687612,NA
"148","L03F6222",-0.831292764998098,1,-1.08628448848848,0.782239516271483
"149","L03F6223",0,1,0,NA
"150","L03F6224",0.0751767041055436,1,-0.298459451926798,0.870845097478739
"151","L03F6225",-0.325919635427832,1,-1.11105132831232,0.648260059097032
"152","L03F6226",-2.55621567768438,1,-1.88231025903094,0.600147826782609
"153","L03F6227",0.790247951086425,1,1.13029219658361,NA
"154","L03F6228",0,1,0,NA
"155","L03F6229",-1.69341298665661,1,-1.57464652615678,NA
"156","L03F6230",0,1,0.815127594964109,NA
"157","L03F6231",0,1,0,NA
"158","L03F6232",0,1,0,NA
"159","L03F6233",-0.329958161656978,1,-0.351478963444314,0.829581226384822
"160","L03F6234",-0.96468373894389,1,-1.30550576184278,0.600147826782609
"161","L03F6235",1.71689264650574,1,0.706433790282855,0.870845097478739
"162","L03F6236",-0.749562920712868,1,-1.05985993905718,0.317907904626527
"163","L03F6237",-0.91208423368653,1,-0.536981854864324,0.785972650281136
"164","L03F6238",-1.71049772762386,0.732145363577794,-1.4612042441658,0.322015084271701
"165","L03F6239",0.790232823294889,1,0,NA
"166","L03F6240",-1.34484947874506,0.732145363577794,-1.39040372627681,0.293623605151184
"167","L03F6241",0.568210036451425,1,-0.402728731386619,0.919378144467028
"168","L03F6242",-1.63723985390376,0.732145363577794,-0.559218449157607,0.785972650281136
"169","L03F6243",-0.211002284191099,1,0.972923651480764,NA
"170","L03F6244",1.46507802221421,1,0,NA
"171","L03F6245",2.14278059005363,1,1.91149621515993,0.689990431173212
"172","L03F6246",4.15027137909983,0.732145363577794,4.04284157317088,0.293623605151184
"173","L03F6247",-2.16110329639522,1,-0.30372324436062,0.919378144467028
"174","L03F6248",0.393211263300193,1,0.760045875451396,0.733428999377109
"175","L03F6249",2.08763695074418,1,1.52503955750555,NA
"176","L03F6250",-0.915742920258781,1,-0.472327035707481,NA
"177","L03F6251",-1.56362965318352,1,0.0806336990371813,0.970321357829043
"178","L03F6252",-2.0192342467576,1,-1.26819603111744,NA
"179","L03F6253",-1.68305008353916,1,-0.936712623392909,NA
"180","L03F6254",-0.786796959148021,1,-0.0568907994677432,0.978355731561613
"181","L03F6255",1.22075082506384,1,-0.04995103803146,NA
"182","L03F6256",-0.381363595222368,1,0.704359665444422,0.785972650281136
"183","L03F6257",-0.44401936022671,1,0.546489496820665,0.87366716882873
"184","L03F6258",0.887917026216643,1,-0.42484328269775,0.919378144467028
"185","L03F6259",0,1,1.4870761242214,NA
"186","L03F6260",-0.0559994041271026,1,0.0502022728351755,NA
"187","L03F6261",2.61231793151285,1,2.62416047273948,NA
"188","L03F6262",0.607222832400448,1,0.192091300128839,NA
"189","L03F6263",0,1,0.815127590648936,NA
"190","L03F6264",0,1,0,NA
"191","L03F6265",0,1,0,NA
"192","L03F6266",0,1,0,NA
"193","L03F6267",0.773884884548782,1,-0.673771428515083,NA
"194","L03F6268",3.19264223326996,1,2.1403912375229,NA
"195","L03F6269",2.1342545757339,1,1.3489665283883,0.754825645703748
"196","L03F6270",1.78784996388915,1,1.00332772297545,0.895120046487741
"197","L03F6271",-0.105261843034236,1,2.17342311924724,0.648260059097032
"198","L03F6272",2.18776663385012,1,2.21489481547168,NA
"199","L03F6273",1.54833184920995,1,0,NA
"200","L03F6274",-0.792535965887124,1,-0.673771427372604,NA
"201","L03F6275",-1.05318064663377,1,-1.23213783408855,0.631790515540918
"202","L03F6276",-0.621057946196585,1,-1.88598297914258,NA
"203","L03F6277",-0.309405583695686,1,-0.439848311429467,0.209595274838096
"204","L03F6278",-1.85646552870159,0.057683689946085,-2.19286791510494,0.00343983437239512
"205","L03F6279",0,1,0,NA
"206","L03F6280",0,1,0,NA
"207","L03F6281",0,1,0,NA
"208","L03F6282",-0.0714409482954172,1,-0.674004432768388,NA
"209","L03F6283",0,1,0,NA
"210","L03F6284",0,1,0,NA
"211","L03F6285",0,1,0,NA
"212","L03F6286",1.50678530104839,1,1.89265888919527,0.317907904626527
"213","L03F6287",0,1,0,NA
"214","L03F6288",-0.969958554301291,1,1.32362073936343,0.785972650281136
"215","L03F6289",2.28806141391951,1,2.42547299019506,0.418230023259763
"216","L03F6290",2.24025929310965,1,2.28457840765653,0.648260059097032
"217","L03F6291",0,1,0,NA
"218","L03F6292",2.90916242840414,0.732145363577794,3.89217488243248,0.0967050550177719
"219","L03F6293",0.808585193347624,1,1.77716620383246,0.675728927191629
"220","L03F6294",0.76324461705944,1,1.83691155977455,0.648260059097032
"221","L03F6295",3.19268142102219,0.732145363577794,3.12422530598581,0.317907904626527
"222","L03F6296",0.790252393252155,1,3.04112354919454,NA
"223","L03F6297",1.19134387549341,1,1.91159752748668,0.667151950518073
"224","L03F6298",0.790232823919482,1,0,NA
"225","L03F6299",0.510827684850948,1,1.01669724531876,0.648260059097032
"226","L03F6300",-1.14097495491092,1,-1.02221041639639,NA
"227","L03F6301",0.790232820284387,1,0,NA
"228","L03F6302",0.790232818635354,1,1.15931409771386,0.96486150867006
"229","L03F6303",2.91506847745638,0.0751772247941369,2.82769837540498,0.0325789113038248
"230","L03F6304",1.54143975934403,1,1.47577246723526,NA
"231","L03F6305",4.35589549393688,0.0751772247941369,4.5539131728314,0.0180149408140196
"232","L03F6306",3.09655037690821,1,3.82122915469887,NA
"233","L03F6307",1.99334456940142,1,3.29509472320738,0.293623605151184
"234","L03F6308",1.63532755073072,1,0,NA
"235","L03F6309",0,1,0.815127591790529,NA
"236","L03F6310",0,1,0,NA
"237","L03F6311",2.29665325229658,1,1.2729092824261,NA
"238","L03F6312",0,1,1.74152922419585,NA
"239","L03F6313",0.790232820456958,1,2.47897085335554,NA
"240","L03F6314",2.8761998800073,1,3.79979481907806,0.317907904626527
"241","L03F6315",0,1,1.11755051965148,NA
"242","L03F6316",0.790232824888725,1,0,NA
"243","L03F6317",0.675268034406644,1,1.85319125448664,NA
"244","L03F6318",0,1,2.2365046156004,NA
"245","L03F6319",0.731673482668422,1,0.42406377002562,0.870845097478739
"246","L03F6320",0,1,0,NA
"247","L03F6321",-0.843860151586231,1,-0.848764458190645,NA
"248","L03F6322",-2.36017048373911,1,-1.61271672053183,NA
"249","L03F6323",0,1,1.74152420010917,NA
"250","L03F6324",-0.0712133088414269,1,-0.673774896593394,NA
"251","L03F6325",-0.850567817177735,1,1.27342715996849,0.736476890703312
"252","L03F6326",0.790232824888725,1,0,NA
"253","L03F6327",0.593058114437098,1,-0.12019322068932,NA
"254","L03F6328",1.91879477849797,1,0.815127591615584,NA
"255","L03F6329",0,1,0,NA
"256","L03F6330",-0.346817750252214,1,0.102546163919362,0.966461563531233
"257","L03F6331",-0.214077454882266,1,-0.727618455857447,0.791533007290229
"258","L03F6332",0.464542848793209,1,0.338766918984969,0.919378144467028
"259","L03F6333",0,1,1.1175429082942,NA
"260","L03F6334",0,1,0,NA
"261","L03F6335",2.99774874588894,0.678703567003012,4.51991988591687,0.0110790982467903
"262","L03F6336",0,1,0,NA
"263","L03F6337",0,1,0,NA
"264","L03F6338",-0.552911498811951,1,-1.15547308656391,NA
"265","L03F6339",-0.792535965712866,1,-0.673771427198347,NA
"266","L03F6340",-0.15635520137996,1,1.45739503018292,NA
"267","L03F6341",0,1,0,NA
"268","L03F6342",0.790232824888725,1,0,NA
"269","L03F6343",2.20224413419657,1,3.25021530541628,NA
"270","L03F6344",0.739620349712734,1,0.539446315327702,0.648260059097032
"271","L03F6345",-1.10595701097934,1,0.411913267270277,NA
"272","L03F6346",-0.792535966243425,1,0.339208978020643,NA
"273","L03F6347",-0.601827141468948,1,-0.238685936075347,0.891194309976809
"274","L03F6348",-1.82854525914675,1,-2.52773789706195,0.262140914613444
"275","L03F6349",0,1,0,NA
"276","L03F6350",0.150870756605656,1,0.0798917567515112,0.891194309976809
"277","L03F6351",0.121064502777792,1,0.156218119297762,0.676955175611624
"278","L03F6352",0,1,0,NA
"279","L03F6353",1.53246353544176,1,2.25791558600111,0.209595274838096
"280","L03F6354",-0.102442032511363,1,0.0653241491384415,0.968193309219707
"281","L03F6355",0.580384817020915,1,0.859919287540634,0.676955175611624
"282","L03F6356",NA,NA,NA,NA
"283","L03F6357",NA,NA,NA,NA
"284","L03F6358",NA,NA,NA,NA
"285","L03F6359",NA,NA,NA,NA
"286","L03F6360",NA,NA,NA,NA
"287","L03F6361",NA,NA,NA,NA
"288","L03F6362",NA,NA,NA,NA
"289","L03F6363",NA,NA,NA,NA
